date,actual_send_rate,predicted_send_probability,grade_only_expected_send_probability,performance_residual,attempts,mean_grade,readiness
2026-02-08,1.0,0.5509074892740644,0.6570963018227935,0.34290369817720645,1,4.0,244.6668586427736
2026-02-11,0.7142857142857143,0.6062564597283273,0.6989804832258378,0.015305231059876467,7,3.7142857142857144,194.3533589287726
2026-02-14,0.3076923076923077,0.3978732383069979,0.4887146711002713,-0.1810223634079636,13,4.846153846153846,225.8535848529267
2026-02-21,0.6666666666666666,0.6627336879695465,0.7444676683703868,-0.07780100170372019,6,3.5,291.616976049316
2026-02-24,0.0,0.3150387180640361,0.4260573723585436,-0.4260573723585436,4,5.0,277.439975798286
2026-02-28,0.5833333333333334,0.42046537541051404,0.4918089523750501,0.09152438095828319,12,4.416666666666667,260.0553994174055
2026-03-02,0.125,0.42861093166848085,0.4944308331322988,-0.3694308331322988,8,5.5,479.8423913276158
2026-03-04,0.625,0.3956213941067712,0.4528530735852926,0.17214692641470739,16,4.9375,660.6935981490425
2026-03-09,0.25,0.42633603118142765,0.5030703488466269,-0.2530703488466269,12,4.666666666666667,690.9795038866838
2026-03-13,0.25,0.3054682447235846,0.34923284704076296,-0.09923284704076299,8,6.0,658.7534231149784
2026-03-16,0.5,0.47129141457034784,0.5415768370906686,-0.04157683709066856,4,4.5,750.0103797649832
2026-03-21,0.0,0.3320984264333329,0.4260573723585436,-0.4260573723585436,9,5.0,509.8705342051001
2026-03-23,0.7727272727272727,0.5336085628519558,0.5716295370858027,0.20109773564147015,22,4.181818181818182,621.0351055001054
2026-03-27,0.11764705882352941,0.23678872907177836,0.2918947745170273,-0.17424771569349784,17,5.823529411764706,794.1095730562546
2026-03-30,0.45454545454545453,0.6285560592166092,0.6595396345843443,-0.20499418003888972,11,3.8181818181818183,1073.7981775130963
2026-04-03,0.75,0.7782725132234175,0.8091282542640789,-0.05912825426407891,16,2.875,854.6173599476368
2026-04-05,0.0,0.0193221744317217,0.028080463998561574,-0.028080463998561574,13,9.307692307692308,833.6174525727673
2026-04-09,0.375,0.6137089233015074,0.6245389936407616,-0.24953899364076162,8,3.875,1408.5089883066198
2026-04-12,0.0625,0.07472244143377436,0.0881996369095631,-0.0256996369095631,16,8.4375,1162.1650817278237
2026-04-18,0.2,0.5923777310307743,0.6108885159299435,-0.4108885159299436,5,4.2,1362.6138582709916
2026-04-20,0.7142857142857143,0.5932440229758349,0.6240907404707577,0.09019497381495645,7,4.142857142857143,1196.1444005419037
2026-04-23,0.26666666666666666,0.5805679969053096,0.6210635122747828,-0.3543968456081162,15,4.066666666666666,985.1919876102886
2026-04-25,0.35,0.45646868699323867,0.4869741644764699,-0.13697416447646987,20,4.7,1044.5792188860225
2026-04-27,0.6666666666666666,0.6379147818829692,0.6570963018227935,0.009570364843873117,3,4.0,1323.9349130707903
2026-04-29,0.18181818181818182,0.6771873493047426,0.7062379430159363,-0.5244197611977545,11,3.6363636363636362,1127.3784244704066
2026-05-03,0.1875,0.38280201535963315,0.41197183205200777,-0.22447183205200774,16,5.0625,868.3087269342102
