id,time,grade,send/reps,type,weight,outside,effort,date,send,attempts,attempt_load,readiness,predicted_send_probability,grade_only_expected_send_probability,performance_residual
38,2024-04-20 12:55:27.392239,5,0,0,0.0,0,5,2024-04-20,0,1,25,326.64630791098136,0.3186108919586225,0.4260573723585436,-0.4260573723585436
39,2024-04-20 12:58:26.537666,3,1,0,0.0,0,5,2024-04-20,1,1,9,326.64630791098136,0.7727370023812241,0.8318390349179802,0.16816096508201983
40,2024-04-20 13:01:35.031083,5,1,0,0.0,0,5,2024-04-20,1,1,25,326.64630791098136,0.3186108919586225,0.4260573723585436,0.5739426276414564
41,2024-04-20 13:07:18.162689,6,0,0,0.0,0,5,2024-04-20,0,1,36,326.64630791098136,0.14777498838180975,0.22334270735276335,-0.22334270735276335
42,2024-04-20 13:18:18.537963,5,1,0,0.0,0,5,2024-04-20,1,1,25,326.64630791098136,0.3186108919586225,0.4260573723585436,0.5739426276414564
53,2024-04-23 18:52:58.386531,4,0,0,0.0,1,5,2024-04-23,0,1,16,509.71049287536573,0.5727876308238499,0.6570963018227935,-0.6570963018227935
54,2024-04-23 18:55:11.811893,4,1,0,0.0,1,5,2024-04-23,1,1,16,509.71049287536573,0.5727876308238499,0.6570963018227935,0.34290369817720645
55,2024-04-23 19:06:50.616744,5,1,0,0.0,1,5,2024-04-23,1,1,25,509.71049287536573,0.33208652028438923,0.4260573723585436,0.5739426276414564
56,2024-04-23 19:18:03.517204,5,0,0,0.0,1,5,2024-04-23,0,1,25,509.71049287536573,0.33208652028438923,0.4260573723585436,-0.4260573723585436
57,2024-04-23 19:19:55.028105,5,0,0,0.0,1,5,2024-04-23,0,1,25,509.71049287536573,0.33208652028438923,0.4260573723585436,-0.4260573723585436
58,2024-04-23 19:32:09.216696,11,0,0,0.0,1,5,2024-04-23,0,1,121,509.71049287536573,0.0012913893276719217,0.0025024645135895357,-0.0025024645135895357
59,2024-04-23 19:33:38.170127,11,0,0,0.0,1,5,2024-04-23,0,1,121,509.71049287536573,0.0012913893276719217,0.0025024645135895357,-0.0025024645135895357
60,2024-04-23 19:36:27.999769,11,0,0,0.0,1,5,2024-04-23,0,1,121,509.71049287536573,0.0012913893276719217,0.0025024645135895357,-0.0025024645135895357
61,2024-04-23 19:40:30.631232,11,0,0,0.0,1,5,2024-04-23,0,1,121,509.71049287536573,0.0012913893276719217,0.0025024645135895357,-0.0025024645135895357
62,2024-04-23 19:43:22.877503,11,0,0,0.0,1,5,2024-04-23,0,1,121,509.71049287536573,0.0012913893276719217,0.0025024645135895357,-0.0025024645135895357
63,2024-04-23 19:45:20.887205,11,0,0,0.0,1,5,2024-04-23,0,1,121,509.71049287536573,0.0012913893276719217,0.0025024645135895357,-0.0025024645135895357
64,2024-04-23 19:50:43.367174,11,0,0,0.0,1,5,2024-04-23,0,1,121,509.71049287536573,0.0012913893276719217,0.0025024645135895357,-0.0025024645135895357
65,2024-04-23 19:57:53.708897,11,0,0,0.0,1,5,2024-04-23,0,1,121,509.71049287536573,0.0012913893276719217,0.0025024645135895357,-0.0025024645135895357
66,2024-04-23 20:04:27.326478,11,0,0,0.0,1,5,2024-04-23,0,1,121,509.71049287536573,0.0012913893276719217,0.0025024645135895357,-0.0025024645135895357
67,2024-04-23 20:10:22.556088,11,0,0,0.0,1,5,2024-04-23,0,1,121,509.71049287536573,0.0012913893276719217,0.0025024645135895357,-0.0025024645135895357
68,2024-04-23 20:21:36.268845,11,0,0,0.0,1,5,2024-04-23,0,1,121,509.71049287536573,0.0012913893276719217,0.0025024645135895357,-0.0025024645135895357
69,2024-04-24 18:14:17.702846,4,0,0,0.0,1,5,2024-04-24,0,1,16,1899.2051263191822,0.6811954531826542,0.6570963018227935,-0.6570963018227935
70,2024-04-24 18:28:14.363249,4,0,0,0.0,1,5,2024-04-24,0,1,16,1899.2051263191822,0.6811954531826542,0.6570963018227935,-0.6570963018227935
71,2024-04-24 18:31:29.724491,5,1,0,0.0,1,5,2024-04-24,1,1,25,1899.2051263191822,0.44207972900499004,0.4260573723585436,0.5739426276414564
72,2024-04-24 18:48:03.164550,6,1,0,0.0,1,5,2024-04-24,1,1,36,1899.2051263191822,0.2271064101008692,0.22334270735276335,0.7766572926472366
73,2024-04-24 19:01:58.361938,8,0,0,0.0,1,5,2024-04-24,0,1,64,1899.2051263191822,0.03883902073985646,0.04136939225873243,-0.04136939225873243
74,2024-04-24 19:13:14.832455,8,1,0,0.0,1,5,2024-04-24,1,1,64,1899.2051263191822,0.03883902073985646,0.04136939225873243,0.9586306077412676
75,2024-04-24 20:03:36.292143,8,0,0,0.0,1,5,2024-04-24,0,1,64,1899.2051263191822,0.03883902073985646,0.04136939225873243,-0.04136939225873243
76,2024-04-26 17:17:59.771133,3,1,0,0.0,0,5,2024-04-26,1,1,9,1812.8163074611161,0.8484239653055484,0.8318390349179802,0.16816096508201983
77,2024-04-26 17:23:14.548933,3,1,0,0.0,0,5,2024-04-26,1,1,9,1812.8163074611161,0.8484239653055484,0.8318390349179802,0.16816096508201983
78,2024-04-26 17:25:24.905001,2,1,0,0.0,0,5,2024-04-26,1,1,4,1812.8163074611161,0.9378646153301987,0.9273753283850786,0.07262467161492137
79,2024-04-26 17:32:37.955636,4,1,0,0.0,0,5,2024-04-26,1,1,16,1812.8163074611161,0.6748702696492304,0.6570963018227935,0.34290369817720645
80,2024-04-26 17:35:43.996814,4,1,0,0.0,0,5,2024-04-26,1,1,16,1812.8163074611161,0.6748702696492304,0.6570963018227935,0.34290369817720645
81,2024-04-26 17:39:19.179902,5,1,0,0.0,0,5,2024-04-26,1,1,25,1812.8163074611161,0.4349456896496565,0.4260573723585436,0.5739426276414564
82,2024-04-26 17:43:38.496607,5,0,0,0.0,0,5,2024-04-26,0,1,25,1812.8163074611161,0.4349456896496565,0.4260573723585436,-0.4260573723585436
83,2024-04-26 17:49:20.391737,5,1,0,0.0,0,5,2024-04-26,1,1,25,1812.8163074611161,0.4349456896496565,0.4260573723585436,0.5739426276414564
84,2024-04-26 18:04:49.997061,7,0,0,0.0,0,5,2024-04-26,0,1,49,1812.8163074611161,0.09572150039573202,0.10023392045771826,-0.10023392045771826
85,2024-04-26 18:12:32.060819,7,0,0,0.0,0,5,2024-04-26,0,1,49,1812.8163074611161,0.09572150039573202,0.10023392045771826,-0.10023392045771826
86,2024-04-26 18:14:19.021749,7,0,0,0.0,0,5,2024-04-26,0,1,49,1812.8163074611161,0.09572150039573202,0.10023392045771826,-0.10023392045771826
87,2024-04-26 18:18:29.737499,7,0,0,0.0,0,5,2024-04-26,0,1,49,1812.8163074611161,0.09572150039573202,0.10023392045771826,-0.10023392045771826
